Sample,AC_RED,AC_IR,AC_GREEN,Pressure
19,1.423457,0.736253,0.593812,111.110501
0,1.431352,0.734608,0.600062,111.230396
1,1.474447,0.758951,0.62276,110.862993
2,1.484316,0.77211,0.629998,111.044024
3,1.492211,0.786913,0.633945,110.852309
4,1.478065,0.76257,0.620787,110.783458
5,1.472144,0.768491,0.613878,110.801858
6,1.478394,0.772439,0.619471,110.900386
7,1.515567,0.799085,0.649406,110.565628
8,1.534976,0.811585,0.673421,110.623795
9,1.53695,0.811257,0.682303,110.466507
10,1.524449,0.7879,0.661907,110.51399
11,1.507343,0.785926,0.654341,110.467694
12,1.520173,0.77836,0.668157,110.398843
13,1.54649,0.801717,0.68954,110.045685
14,1.567214,0.810928,0.700725,110.198819
15,1.578399,0.814546,0.712239,110.296753
16,1.557674,0.797769,0.697106,109.893144
17,1.569846,0.780005,0.69579,109.834977
18,1.570504,0.779347,0.700067,110.007104
19,1.585307,0.78461,0.700396,109.62605
0,1.617217,0.818165,0.734279,109.733481
1,1.628073,0.831981,0.741187,109.678281
2,1.631362,0.837903,0.754675,109.877712
3,1.608664,0.82277,0.726713,109.604682
4,1.615243,0.827705,0.736582,109.359549
5,1.620506,0.836587,0.743161,109.377949
6,1.662285,0.869812,0.783295,109.224815
7,1.675114,0.883299,0.791519,109.352426
8,1.673469,0.885931,0.795466,109.319188
9,1.651429,0.849087,0.777373,109.184454
10,1.645837,0.842508,0.782308,109.139938
11,1.65735,0.849087,0.783624,109.111448
12,1.682023,0.877049,0.820139,109.033694
13,1.705379,0.873431,0.827047,108.637801
14,1.708011,0.878036,0.831323,108.606936
15,1.696497,0.845469,0.821125,108.899553
16,1.69222,0.839876,0.818494,108.503066
17,1.707353,0.8356,0.823757,108.615246
18,1.738275,0.864878,0.852706,108.547582
19,1.751105,0.875404,0.865535,108.386732
0,1.760645,0.883628,0.869154,108.247249
1,1.743868,0.877707,0.848758,108.273365
2,1.73663,0.871457,0.843166,108.289391
3,1.747157,0.882642,0.845469,108.07987
4,1.774461,0.907314,0.874089,107.902994
5,1.795515,0.924091,0.894484,107.853137
6,1.804726,0.929025,0.908301,107.812776
7,1.78104,0.909946,0.891524,107.740957
8,1.779725,0.90534,0.882313,107.471489
9,1.782027,0.897445,0.886918,107.388393
10,1.788278,0.901392,0.904682,107.2774
11,1.834661,0.931657,0.931328,107.374148
12,1.839596,0.937249,0.948763,107.355154
13,1.85407,0.941855,0.950737,107.147414
14,1.836964,0.914222,0.932644,107.300548
15,1.843215,0.911261,0.937578,106.873791
16,1.857031,0.913893,0.943171,106.816811
17,1.892888,0.954027,0.974422,106.705818
18,1.912626,0.96883,0.990871,106.677922
19,1.915586,0.968172,0.991528,106.762205
0,1.912955,0.960606,0.977383,106.754489
1,1.921179,0.961922,0.977383,106.449408
2,1.930061,0.969817,0.98791,106.333667
3,1.979405,1.005674,1.025741,106.141953
4,1.992564,1.02278,1.048768,106.039863
5,2.016578,1.032978,1.056334,105.966264
6,1.995525,0.999424,1.040873,105.891477
7,1.994538,0.997779,1.033965,105.949051
8,2.005393,1.004358,1.047452,105.689673
9,2.05079,1.030675,1.073111,105.681957
10,2.070199,1.036596,1.082322,105.690266
11,2.087963,1.038241,1.08956,105.640409
12,2.078094,1.019161,1.075743,105.454036
13,2.083358,1.01653,1.077388,105.641002
14,2.099477,1.013898,1.079691,105.467094
15,2.126781,1.036267,1.100415,105.335328
16,2.148821,1.060282,1.114561,105.349573
17,2.155072,1.073769,1.123443,105.407146
18,2.115925,1.070809,1.103376,105.005318
19,2.1429,1.066532,1.101402,105.078324
0,2.14915,1.075414,1.095481,104.947151
1,2.151782,1.08298,1.106666,105.075949
2,2.187639,1.119495,1.14976,105.004131
3,2.196192,1.125088,1.158313,104.725759
4,2.197508,1.125417,1.163905,104.658095
5,2.171191,1.091862,1.135614,104.382098
6,2.16198,1.090546,1.136601,104.512084
7,2.169546,1.087257,1.144496,104.321556
8,2.20014,1.119166,1.174432,104.336988
9,2.211653,1.122127,1.179367,104.141119
10,2.220864,1.10831,1.186933,104.30375
11,2.192573,1.082322,1.178709,104.029533
12,2.200798,1.077059,1.174761,103.881147
13,2.2031,1.07048,1.182327,104.004604
14,2.23501,1.09581,1.21621,103.8028
15,2.235668,1.121469,1.233317,103.884115
16,2.247839,1.114232,1.237593,103.674001
17,2.215272,1.104034,1.224106,103.68231
18,2.217904,1.100744,1.227724,103.479319
19,2.220864,1.106337,1.237922,103.418777
0,2.246852,1.13693,1.272134,103.510183
1,2.259682,1.154694,1.28924,103.155244
2,2.260998,1.153378,1.302728,103.031194
3,2.238299,1.139891,1.283977,103.507809
4,2.231062,1.121798,1.282661,103.332714
5,2.224812,1.121798,1.287595,102.954033
6,2.254748,1.153049,1.31161,103.061465
7,2.261985,1.158313,1.326413,103.025258
8,2.274156,1.155681,1.320821,102.562888
9,2.245208,1.141865,1.309307,102.83295
10,2.249813,1.135614,1.302399,102.692874
11,2.260011,1.129693,1.296477,102.605624
12,2.262972,1.133312,1.306017,102.599095
13,2.300802,1.172458,1.330032,102.178866
14,2.297184,1.189235,1.332663,102.416283
15,2.312316,1.193512,1.328716,102.295201
16,2.285999,1.177393,1.303057,101.947978
17,2.280736,1.173774,1.301741,102.241782
18,2.285341,1.186933,1.300096,102.224569
19,2.333041,1.2195,1.335295,101.994274
0,2.342581,1.232659,1.339243,102.003177
1,2.343239,1.233317,1.335295,101.854198
2,2.310671,1.202065,1.306675,101.678509
3,2.30804,1.200091,1.300754,101.416163
4,2.311658,1.199104,1.304373,101.204269
5,2.342581,1.227395,1.329045,101.575826
6,2.353765,1.240225,1.331019,101.534278
7,2.355739,1.236277,1.327071,101.453557
8,2.342581,1.205026,1.305031,101.267778
9,2.341594,1.193183,1.307333,101.253533
10,2.341265,1.198446,1.30207,101.045199
11,2.36824,1.217855,1.315228,100.908091
12,2.377451,1.241541,1.322466,100.9164
13,2.382056,1.25437,1.318847,100.998903
14,2.365608,1.23529,1.305031,100.722312
15,2.360016,1.23529,1.297464,100.70866
16,2.355081,1.240225,1.293188,100.750802
17,2.391267,1.262923,1.316873,100.624377
18,2.396202,1.2797,1.326084,100.514572
19,2.405084,1.283977,1.332663,100.327012
0,2.379754,1.269502,1.31786,100.410702
1,2.361332,1.257989,1.296477,100.190497
2,2.362647,1.247462,1.293188,100.183968
3,2.368898,1.258318,1.295491,100.275967
4,2.403768,1.279042,1.322466,99.992254
5,2.407386,1.290227,1.32411,100.077724
6,2.406729,1.276082,1.324439,99.882448
7,2.381398,1.250423,1.297793,99.745934
8,2.386662,1.250752,1.303057,99.910938
9,2.389622,1.243514,1.297464,99.760772
10,2.408702,1.278385,1.327071,99.434323
11,2.411334,1.293188,1.330361,99.304338
12,2.413966,1.297135,1.320821,99.663431
13,2.389622,1.283319,1.297464,99.473497
14,2.383372,1.28924,1.292859,99.458065
15,2.376135,1.294504,1.300425,99.260415
16,2.4064,1.319834,1.332006,99.094223
17,2.414624,1.331019,1.339901,99.125681
18,2.408702,1.332663,1.340888,98.947618
19,2.372187,1.307991,1.319834,99.077604
0,2.3587,1.297793,1.313255,98.888857
1,2.360345,1.294833,1.307333,98.790329
2,2.385346,1.323452,1.33694,98.812884
3,2.397847,1.3274,1.33694,98.764807
4,2.397518,1.326413,1.339901,98.684679
5,2.373503,1.302728,1.317531,98.554099
6,2.366924,1.29253,1.306346,98.433017
7,2.362319,1.282332,1.313255,98.291753
8,2.380411,1.305688,1.331677,98.22587
9,2.386662,1.32411,1.338256,98.082233
10,2.395544,1.331677,1.330361,98.114284
11,2.362976,1.318189,1.314242,98.199754
12,2.354094,1.318189,1.305688,98.075704
13,2.350476,1.323452,1.304044,98.079858
14,2.346528,1.329045,1.301741,97.832945
15,2.379096,1.360625,1.346151,98.070362
16,2.381727,1.365231,1.343519,98.003885
17,2.376135,1.374442,1.337927,97.746881
18,2.336988,1.337927,1.313913,97.586031
19,2.329422,1.334637,1.313255,97.609179
0,2.328764,1.341874,1.307662,97.434084
1,2.360345,1.361283,1.326742,97.294008
2,2.370543,1.363915,1.331677,97.282137
3,2.360016,1.360954,1.329374,97.248898
4,2.335672,1.344177,1.299767,97.229311
5,2.334686,1.337269,1.293188,97.015042
6,2.32679,1.33365,1.29253,97.095171
7,2.350476,1.372139,1.315228,96.938475
8,2.357055,1.385627,1.309307,96.968152
9,2.349818,1.388587,1.309965,96.819173
10,2.324488,1.379705,1.280029,96.683845
11,2.315606,1.374771,1.27674,96.574633
12,2.311329,1.375429,1.274108,96.37461
13,2.339291,1.403391,1.297464,96.561576
14,2.350147,1.415233,1.314242,96.536053
15,2.336001,1.417207,1.310952,96.302197
16,2.305079,1.396153,1.280687,96.430403
17,2.284354,1.378718,1.262923,96.141941
18,2.273827,1.372468,1.261278,96.23572
19,2.298171,1.394509,1.282661,96.12176
0,2.305408,1.393522,1.281345,95.808963
1,2.304421,1.388258,1.276082,96.226224
2,2.286657,1.362928,1.261278,95.915207
3,2.271196,1.357665,1.243843,95.724086
4,2.273498,1.349441,1.245159,95.860601
5,2.271854,1.341217,1.242528,95.620216
6,2.28896,1.370165,1.260949,95.705687
7,2.297184,1.382995,1.257002,95.607752
8,2.28567,1.386284,1.258647,95.540088
9,2.253761,1.356678,1.22279,95.652861
10,2.258037,1.355033,1.214237,95.663545
11,2.249155,1.353388,1.2195,95.836266
12,2.282709,1.382008,1.254699,95.494979
13,2.284354,1.383982,1.252067,95.198207
14,2.280078,1.375758,1.251081,95.294361
15,2.249484,1.339572,1.218184,95.063473
16,2.231062,1.335953,1.206999,95.286645
17,2.230404,1.322466,1.211605,95.29911
18,2.262643,1.343519,1.228382,95.10324
19,2.267248,1.349112,1.227724,95.208891
0,2.268235,1.330361,1.227395,95.011835
1,2.23501,1.300754,1.19746,95.099679
2,2.229088,1.285622,1.193183,95.122827
3,2.234352,1.272134,1.191209,94.955448
4,2.248168,1.296149,1.204368,94.775605
5,2.250142,1.312926,1.20371,94.960197
6,2.248826,1.302399,1.198775,94.700818
7,2.217904,1.281016,1.170156,94.786882
8,2.210666,1.277727,1.166537,94.639683
9,2.203429,1.271805,1.159958,94.702005
10,2.222509,1.295162,1.172129,94.805282
11,2.231062,1.302399,1.191209,94.699038
12,2.227773,1.299438,1.192854,94.487736
13,2.1906,1.269174,1.161603,94.494265
14,2.180402,1.24483,1.149102,94.577361
15,2.167243,1.235948,1.142523,94.460433
16,2.15869,1.236935,1.148773,94.379712
17,2.186981,1.252725,1.171142,94.269313
18,2.191587,1.255357,1.163576,94.272874
19,2.190929,1.241541,1.168182,94.389208
0,2.158361,1.206013,1.138904,94.255068
1,2.15244,1.195157,1.134628,94.345286
2,2.146848,1.187262,1.128706,94.17672
3,2.169875,1.209631,1.153707,94.154759
4,2.15869,1.218184,1.162918,93.891819
5,2.153427,1.212263,1.14976,94.178501
6,2.130399,1.19417,1.127719,94.008154
7,2.121188,1.182985,1.12443,93.928025
8,2.113951,1.187262,1.12739,93.967793
9,2.135005,1.208644,1.150089,93.918529
10,2.138624,1.212263,1.173774,93.946425
11,2.133689,1.205684,1.166537,93.742246
12,2.102109,1.169827,1.137588,93.676363
13,2.08566,1.155352,1.126074,93.888852
14,2.076778,1.149431,1.118837,93.75293
15,2.091911,1.162589,1.141207,93.773704
16,2.096845,1.160616,1.139233,94.00578
17,2.097503,1.148444,1.144167,93.742246
18,2.080726,1.12114,1.108968,93.679331
19,2.059672,1.103047,1.094823,93.906658
0,2.058028,1.099428,1.091204,93.509578
1,2.075463,1.11489,1.105021,93.598609
2,2.074476,1.118508,1.105679,93.456752
3,2.070199,1.124759,1.097455,93.519668
4,2.052764,1.100415,1.077059,93.154045
5,2.016578,1.097784,1.061927,93.501268
6,2.007696,1.096139,1.053045,93.44132
7,1.99684,1.092191,1.042847,93.491771
8,2.028421,1.123772,1.071796,93.022872
9,2.0225,1.111929,1.074098,93.362973
10,2.011973,1.095481,1.066203,93.372469
11,1.966247,1.059295,1.025741,93.28878
12,1.947167,1.045149,1.023767,93.621757
13,1.940588,1.031662,1.01949,93.029995
14,1.956707,1.051071,1.028372,93.501268
15,1.960983,1.041202,1.02607,93.022279
16,1.957694,1.024754,1.017188,93.11962
17,1.919534,0.988568,0.982317,93.321425
18,1.910323,0.969488,0.973764,93.221709
19,1.89552,0.960277,0.975738,93.195593
0,1.920521,0.974751,0.985936,92.912473
1,1.910652,0.979686,0.98791,93.027621
2,1.901441,0.988568,0.967843,93.187877
3,1.873479,0.952053,0.946131,93.032963
4,1.855386,0.948763,0.929354,92.981324
5,1.840912,0.945145,0.921788,93.078072
6,1.863281,0.960606,0.941855,92.894667
7,1.861636,0.969159,0.963238,92.959363
8,1.852425,0.958961,0.950737,92.821068
9,1.813608,0.931657,0.920143,92.892886
10,1.790909,0.911919,0.904353,93.032369
11,1.778738,0.89909,0.897445,92.840655
12,1.802423,0.912906,0.903037,92.936215
13,1.797818,0.923104,0.910274,92.730849
14,1.797489,0.902708,0.893497,92.817507
15,1.79387,0.894813,0.861917,92.680992
16,1.752421,0.863233,0.848429,92.729662
17,1.751434,0.853364,0.843824,92.837093
18,1.735315,0.843824,0.833297,92.611547
19,1.757355,0.869154,0.845798,92.812758
0,1.745512,0.872773,0.844482,92.67743
1,1.729722,0.87672,0.834942,92.736785
2,1.699458,0.848758,0.797111,92.806229
3,1.686299,0.8481,0.783295,92.733223
4,1.675772,0.854351,0.780005,92.798513
5,1.688931,0.878036,0.808954,92.825816
6,1.681694,0.878365,0.812243,92.803262
7,1.667548,0.881326,0.793821,92.740346
8,1.622809,0.841521,0.763886,92.894667
9,1.601427,0.837903,0.740858,92.751623
10,1.589584,0.827705,0.739214,92.606799
11,1.60998,0.852377,0.753688,92.951647
12,1.603729,0.850074,0.748096,92.811571
13,1.594847,0.852048,0.738556,92.69405
14,1.559977,0.823757,0.708291,92.754591
15,1.552411,0.809612,0.691514,92.835906
16,1.538595,0.808625,0.68329,92.843622
17,1.551753,0.828363,0.695461,92.693456
18,1.545832,0.849745,0.684606,92.72432
19,1.539252,0.846127,0.680329,92.888732
0,1.511291,0.829349,0.642169,92.835313
1,1.48596,0.825073,0.627037,92.837093
2,1.474118,0.829349,0.620129,92.713637
3,1.489908,0.846785,0.636248,92.844216
4,1.493198,0.855996,0.637893,92.849558
5,1.480039,0.856324,0.633616,92.824629
6,1.47642,0.846785,0.579995,92.796139
7,1.421155,0.804348,0.593154,92.758152
8,1.404049,0.794808,0.579008,92.778926
9,1.396811,0.784939,0.567824,92.646566
10,1.427734,0.808625,0.586246,92.637069
11,1.422141,0.796782,0.576048,92.775959
12,1.413588,0.786913,0.563876,92.762307
13,1.382666,0.750398,0.531638,92.641224
14,1.36556,0.737898,0.510255,92.841842
15,1.358652,0.728029,0.502689,92.782488
16,1.384969,0.756978,0.522098,93.063233
17,1.381021,0.760925,0.507952,92.887545
18,1.3751,0.756649,0.492491,92.997944
19,1.337927,0.737569,0.468148,92.887545
0,1.315886,0.727042,0.445449,93.066795
1,1.314899,0.724739,0.43887,93.056111
2,1.333979,0.744477,0.460581,92.979544
3,1.332992,0.75632,0.464529,93.132084
4,1.3274,0.735595,0.452686,92.958176
5,1.292201,0.700725,0.41354,92.888732
6,1.269502,0.679342,0.394789,92.815726
7,1.258318,0.673092,0.385249,93.187877
8,1.280358,0.684606,0.402026,93.009814
9,1.278385,0.678026,0.399394,93.122588
10,1.281016,0.669473,0.390841,92.945712
11,1.255686,0.634603,0.363208,93.09291
12,1.23233,0.617168,0.343142,92.943931
13,1.228382,0.602036,0.335904,93.050175
14,1.24812,0.614207,0.340839,93.012782
15,1.243185,0.633616,0.342155,93.466249
16,1.231343,0.62276,0.332615,93.250199
17,1.218513,0.628682,0.32472,93.001505
18,1.187262,0.595785,0.283928,93.295309
19,1.169169,0.592167,0.282941,93.116652
0,1.163905,0.59118,0.268467,93.184316
1,1.185946,0.623089,0.307285,93.351695
2,1.176735,0.631642,0.300376,93.322612
3,1.160945,0.613549,0.286889,93.305992
4,1.123772,0.580982,0.254321,93.393837
5,1.106995,0.5721,0.233926,93.529758
6,1.095481,0.566508,0.236228,93.4799
7,1.117192,0.586903,0.249058,93.05255
8,1.107981,0.590193,0.252677,93.440133
9,1.098771,0.583943,0.243795,93.437759
10,1.065545,0.552033,0.203661,93.250199
11,1.056992,0.552691,0.194121,93.452004
12,1.048768,0.54348,0.188858,93.224083
13,1.058966,0.569468,0.206951,93.483462
14,1.056334,0.592825,0.203661,93.41283
15,1.053045,0.588219,0.196424,93.456159
16,1.012253,0.56881,0.167475,93.617602
17,0.998108,0.571442,0.150698,93.495926
18,0.983962,0.569468,0.142474,93.533319
19,1.000739,0.58493,0.161554,93.579022
0,1.001397,0.596443,0.184581,93.554093
1,0.990871,0.589535,0.180305,93.728001
2,0.954685,0.559599,0.139184,93.656776
3,0.937578,0.538546,0.129315,93.554093
4,0.918499,0.528677,0.117802,93.661525
5,0.933302,0.544138,0.130302,93.768362
6,0.9435,0.531638,0.136223,93.828904
7,0.936592,0.531967,0.130631,93.574867
8,0.923762,0.506965,0.118788,93.637189
9,0.886918,0.47703,0.082273,93.614635
10,0.88001,0.458279,0.067799,93.668647
11,0.880668,0.446765,0.067141,93.71435
12,0.90205,0.472095,0.082273,93.769549
13,0.893168,0.473082,0.069115,93.939896
14,0.885602,0.47045,0.059246,93.829497
15,0.852377,0.445449,0.031942,94.103714
16,0.846127,0.437554,0.014178,94.055637
17,0.834284,0.429659,0.009902,93.777266
18,0.859943,0.455318,0.031613,94.144075
19,0.865535,0.452357,0.035232,94.163068
0,0.86093,0.445778,0.027008,94.240823
1,0.819152,0.405974,-0.008191,94.257442
2,0.801388,0.395118,-0.019705,94.038424
3,0.802703,0.384591,-0.025298,94.148823
4,0.81981,0.401368,-0.011481,94.338757
5,0.829349,0.397749,-0.005889,94.089469
6,0.825731,0.380643,-0.01806,94.386241
7,0.793821,0.357287,-0.048654,94.405828
8,0.783295,0.342484,-0.072997,94.2521
9,0.785268,0.326693,-0.072997,94.371402
10,0.802046,0.340839,-0.063128,94.350034
11,0.802046,0.351695,-0.062799,94.511478
12,0.793164,0.355971,-0.078261,94.361312
13,0.75632,0.338536,-0.099314,94.360125
14,0.738556,0.330641,-0.118723,94.323325
15,0.725068,0.319127,-0.128263,94.458059
16,0.747767,0.346102,-0.122671,94.523349
17,0.747438,0.346431,-0.110499,94.617129
18,0.737569,0.341497,-0.106223,94.540562
19,0.725397,0.342155,-0.122342,94.662832
0,0.682303,0.297087,-0.153922,94.829024
1,0.660591,0.281296,-0.166423,94.586265
2,0.648091,0.271427,-0.181226,94.613568
3,0.678026,0.294784,-0.162146,94.772637
4,0.674737,0.283599,-0.176292,94.625438
5,0.658289,0.27077,-0.18945,94.555994
6,0.625063,0.239518,-0.22761,94.766702
7,0.609602,0.219122,-0.245374,94.849204
8,0.60697,0.214188,-0.251953,94.815372
9,0.625063,0.234584,-0.248006,94.709128
10,0.619142,0.241163,-0.261493,94.852765
11,0.609273,0.244781,-0.273994,94.67589
12,0.573416,0.212214,-0.313141,94.852765
13,0.556968,0.205635,-0.325641,94.976222
14,0.544138,0.20728,-0.342747,94.843862
15,0.561244,0.223728,-0.332878,94.853952
16,0.564534,0.233597,-0.330905,95.030828
17,0.554994,0.221425,-0.340774,94.819527
18,0.513545,0.193792,-0.37038,94.817746
19,0.491504,0.171094,-0.395053,94.948919
0,0.468806,0.167475,-0.406237,95.024299
1,0.484925,0.177015,-0.384526,94.9875
2,0.493807,0.176357,-0.39275,94.894907
3,0.493478,0.177015,-0.394724,95.026673
4,0.459924,0.135237,-0.425646,95.032015
5,0.442488,0.12767,-0.441765,94.953074
6,0.429659,0.109248,-0.451634,94.940016
7,0.428343,0.131618,-0.438476,95.193459
8,0.441502,0.132934,-0.442423,95.125795
9,0.436896,0.135895,-0.448016,95.104428
10,0.427685,0.140171,-0.454595,95.124014
11,0.387223,0.111551,-0.485518,95.211859
12,0.378341,0.11188,-0.490123,95.161408
13,0.367814,0.101024,-0.489136,94.978003
14,0.383933,0.126355,-0.464135,95.245097
15,0.39446,0.127341,-0.458214,95.194053
16,0.366498,0.124381,-0.46578,95.006493
17,0.328667,0.07076,-0.498676,95.214233
18,0.309916,0.053983,-0.504926,95.192272
19,0.301692,0.04543,-0.504268,95.198207
0,0.324062,0.064838,-0.478609,95.096118
1,0.31814,0.053654,-0.481899,95.379238
2,0.311561,0.046416,-0.4944,95.323445
3,0.28031,0.006941,-0.514795,95.306232
4,0.266164,-0.012139,-0.52269,95.38458
5,0.268138,-0.028916,-0.53223,95.325226
6,0.282283,-0.00852,-0.508874,95.245691
7,0.279323,-0.008191,-0.514795,95.187524
8,0.271099,-0.011152,-0.512164,95.206517
9,0.233268,-0.036811,-0.534204,95.420192
10,0.228333,-0.039443,-0.553284,95.183369
11,0.214517,-0.048325,-0.549336,95.339471
12,0.232281,-0.030561,-0.533546,95.481327
13,0.241163,-0.017073,-0.521046,95.281303
14,0.222083,-0.019376,-0.51315,95.509224
15,0.190174,-0.050299,-0.549008,95.47836
16,0.175041,-0.073655,-0.558876,95.637429
17,0.158593,-0.07859,-0.566772,95.482514
18,0.152014,-0.075629,-0.540454,95.408322
19,0.185239,-0.064773,-0.537494,95.518721
0,0.18162,-0.068063,-0.54506,95.503882
1,0.170765,-0.077932,-0.551968,95.416631
2,0.133263,-0.109841,-0.575983,95.505069
3,0.126684,-0.120039,-0.592102,95.991181
4,0.122078,-0.115763,-0.589799,95.717557
5,0.14379,-0.090432,-0.574009,95.680758
6,0.144777,-0.082537,-0.574338,95.677197
7,0.141816,-0.076287,-0.57368,95.688474
8,0.101353,-0.106552,-0.603286,95.768602
9,0.086879,-0.107538,-0.611511,95.786408
10,0.08326,-0.101288,-0.621051,95.74486
11,0.107275,-0.077274,-0.593089,95.78166
12,0.104972,-0.069708,-0.575654,95.934201
13,0.09938,-0.071681,-0.58947,95.740706
14,0.058588,-0.102275,-0.615129,95.811337
15,0.045759,-0.114118,-0.635525,95.597068
16,0.038521,-0.113131,-0.629275,95.690254
17,0.052009,-0.097999,-0.61184,95.660577
18,0.059246,-0.09767,-0.609537,95.887311
19,0.066154,-0.09767,-0.611511,95.990587
0,0.033258,-0.128921,-0.637499,95.697377
1,0.027008,-0.130895,-0.641446,95.860008
2,0.014836,-0.144711,-0.644078,95.988807
3,0.040166,-0.120368,-0.631906,95.747235
4,0.042798,-0.099643,-0.630262,95.90393
5,0.030626,-0.105565,-0.623353,95.960317
6,0.010888,-0.117078,-0.649999,95.852885
7,-0.006218,-0.117736,-0.663487,95.815492
8,-0.014771,-0.123329,-0.661513,95.880188
9,-0.013126,-0.117407,-0.669737,96.015516
10,0.019112,-0.077274,-0.632235,95.995929
11,0.020099,-0.081221,-0.622366,96.105735
12,0.007928,-0.081221,-0.630919,96.176366
13,-0.026613,-0.123658,-0.661842,95.842795
14,-0.04372,-0.132869,-0.664145,95.963878
15,-0.047667,-0.128921,-0.658223,96.100986
16,-0.00852,-0.108196,-0.645065,95.945478
17,-0.009507,-0.100301,-0.644078,96.104547
18,-0.009507,-0.116749,-0.649341,95.778099
19,-0.037469,-0.143724,-0.674014,95.868911
0,-0.044706,-0.151291,-0.675658,95.994742
1,-0.047338,-0.158857,-0.682896,95.953194
2,-0.026613,-0.127605,-0.657894,96.046974
3,-0.015758,-0.118394,-0.658552,96.14016
4,-0.023324,-0.108196,-0.667105,96.022639
5,-0.051944,-0.128592,-0.690791,95.876033
6,-0.057865,-0.137803,-0.693751,95.879001
7,-0.060826,-0.137474,-0.695725,96.110483
8,-0.044377,-0.108525,-0.677632,96.163308
9,-0.03714,-0.098985,-0.664145,95.938355
10,-0.039772,-0.103591,-0.659539,96.162715
11,-0.067734,-0.129579,-0.681909,96.115825
12,-0.080234,-0.146027,-0.701318,95.900962
13,-0.09109,-0.145698,-0.700989,95.989994
14,-0.072997,-0.132869,-0.68454,96.055877
15,-0.056878,-0.130237,-0.664474,95.944884
16,-0.053917,-0.134513,-0.673027,95.977529
17,-0.057536,-0.162146,-0.695396,96.070716
18,-0.082208,-0.172344,-0.708884,96.138379
19,-0.088788,-0.180897,-0.707897,95.892653
0,-0.083195,-0.188463,-0.705594,96.100986
1,-0.060168,-0.153922,-0.693423,96.057064
2,-0.066747,-0.147343,-0.679606,96.133631
3,-0.075629,-0.146356,-0.688159,95.948446
4,-0.104249,-0.168068,-0.718753,96.239282
5,-0.112144,-0.163791,-0.721055,96.144315
6,-0.112473,-0.160831,-0.728951,96.085554
7,-0.086814,-0.126947,-0.696054,96.180521
8,-0.087801,-0.132211,-0.685527,96.197734
9,-0.099314,-0.137803,-0.682238,96.057658
10,-0.138461,-0.16412,-0.711187,96.187643
11,-0.148001,-0.179581,-0.716779,96.17874
12,-0.15162,-0.17695,-0.718753,95.764447
13,-0.132869,-0.160831,-0.692107,96.241656
14,-0.132869,-0.157541,-0.683554,96.003052
15,-0.133856,-0.158528,-0.696054,96.271927
16,-0.153922,-0.19603,-0.711844,95.91402
17,-0.162475,-0.203596,-0.718753,96.253527
18,-0.159844,-0.211491,-0.718095,96.076651
19,-0.143067,-0.190766,-0.700002,96.031542
0,-0.12925,-0.172673,-0.695725,96.156186
1,-0.140764,-0.166423,-0.700989,96.24403
2,-0.156883,-0.177608,-0.717437,96.146689
3,-0.166094,-0.18649,-0.7227,96.274894
4,-0.174976,-0.183529,-0.726648,96.177553
5,-0.14833,-0.159844,-0.704936,96.209011
6,-0.139448,-0.150633,-0.684869,96.338403
7,-0.137474,-0.149317,-0.677303,96.372235
8,-0.133527,-0.15787,-0.707239,96.264211
9,-0.179252,-0.184845,-0.706252,96.152031
10,-0.177279,-0.187477,-0.709542,96.086741
11,-0.177608,-0.190437,-0.707568,96.222663
12,-0.14833,-0.168397,-0.680922,96.290326
13,-0.138132,-0.163462,-0.685527,96.064187
14,-0.14208,-0.181226,-0.689146,96.284391
15,-0.160502,-0.210504,-0.713489,96.104547
16,-0.165765,-0.215767,-0.715792,96.162121
17,-0.15162,-0.213136,-0.714476,96.191798
18,-0.131553,-0.191753,-0.69737,96.136005
19,-0.118394,-0.175634,-0.696054,96.102767
0,-0.118723,-0.172015,-0.698028,96.105141
1,-0.132211,-0.186161,-0.7227,95.920549
2,-0.140764,-0.187806,-0.731582,96.039851
3,-0.133527,-0.186819,-0.731911,96.005426
4,-0.097999,-0.155896,-0.710858,96.12176
5,-0.075629,-0.150633,-0.698028,95.926485
6,-0.081879,-0.153922,-0.694738,95.941323
7,-0.108196,-0.180239,-0.720726,95.965065
8,-0.115105,-0.200964,-0.735201,95.856447
9,-0.104578,-0.203925,-0.725661,95.918769
10,-0.081879,-0.175963,-0.70362,95.793531
11,-0.061155,-0.178595,-0.703949,96.004239
12,-0.051286,-0.180239,-0.701976,95.973374
13,-0.066747,-0.211162,-0.718424,95.935388
14,-0.07201,-0.22136,-0.731582,95.785221
15,-0.067405,-0.222347,-0.721384,95.611907
16,-0.029574,-0.207214,-0.707897,96.021451
17,-0.027929,-0.19603,-0.702305,95.741299
18,-0.017731,-0.178924,-0.694409,95.709248
19,-0.022008,-0.176621,-0.692107,95.852292
0,-0.044377,-0.203267,-0.717108,95.782847
1,-0.039114,-0.204583,-0.724674,95.722899
2,-0.036811,-0.198661,-0.718753,95.597662
3,-0.007863,-0.169055,-0.68454,95.396451
4,0.004309,-0.168068,-0.66875,95.662358
5,-0.000625,-0.162804,-0.674014,95.795905
6,-0.035495,-0.205241,-0.69112,95.475392
7,-0.036482,-0.217412,-0.700331,95.562049
8,-0.032206,-0.217083,-0.692765,95.387548
9,-0.008191,-0.192411,-0.663816,95.556707
10,0.011875,-0.194056,-0.662171,95.442747
11,0.007928,-0.200306,-0.661842,95.662951
12,-0.007534,-0.229255,-0.674343,95.577481
